2211303,3,Xã Thạch Sơn,1,22113
2211301,3,Thị Trấn An Châu,1,22113
2250905,3,Phường Hoà Lạc,1,22509
1091113,3,Xã Quang Hưng,1,10911
2211307,3,Xã Phúc Thắng,1,22113
8011519,3,Xã Lộc Giang,1,80115
1091115,3,Xã Minh Hoàng,1,10911
2250903,3,Phường Ninh Dương,1,22509
2211305,3,Xã Vân Sơn,1,22113
2190759,3,Xã Tân Phú,1,21907
8011517,3,Thị trấn Hiệp Hòa,1,80115
2250909,3,Xã Bắc Sơn,1,22509
2190757,3,Xã Vĩnh Ninh,1,21907
1091111,3,Xã Minh Tân,1,10911
2250907,3,Xã Hải Sơn,1,22509
8011515,3,Thị trấn Hậu Nghĩa,1,80115
2211309,3,Xã Chiên Sơn,1,22113
2190755,3,Xã Ngũ Kiên,1,21907
3031117,3,Xã Huy Tân,1,30311
1014953,3,Xã Bạch Hạ,1,10149
8011523,3,Xã An Ninh Tây,1,80115
3031119,3,Xã Mường Lang,1,30311
8011521,3,Xã An Ninh Đông,1,80115
1014955,3,Xã Châu Can,1,10149
3031113,3,Xâ Gia Phù,1,30311
1091107,3,Xã Minh Tiến,1,10911
2250911,3,Phường Hải Yên,1,22509
3031115,3,Xã Huy Hạ,1,30311
1091109,3,Thị trấn Trần Cao,1,10911
1014951,3,Xã Phú Yên,1,10149
7130227,3,Xã Bàu Trâm,1,71302
3031111,3,Xã Tân Lang,1,30311
7130229,3,Phường Xuân Tân,1,71302
5010703,3,Phường Mỹ An,1,50107
1014957,3,Xã Nam Tiến,1,10149
5010704,3,Phường Khuê Mỹ,1,50107
5010705,3,Phường Hoà Hải,1,50107
2211311,3,Xã Vĩnh Khương,1,22113
7130221,3,Xã Bảo Quang,1,71302
2211315,3,Xã An Lạc,1,22113
7130223,3,Phường Bảo Vinh,1,71302
2211313,3,Xã Cẩm Đàn,1,22113
7130225,3,Phường Bàu Sen,1,71302
2211319,3,Xã Lệ Viễn,1,22113
2250915,3,Phường Hải Hoà,1,22509
1091103,3,Xã Nguyên Hòa,1,10911
2211317,3,Xã Yên Định,1,22113
1091105,3,Xã Đình Cao,1,10911
8011529,3,Xã Tân Phú,1,80115
2250913,3,Xã Quảng Nghĩa,1,22509
8011527,3,Xã Đức Lập Hạ,1,80115
2250919,3,Xã Bình Ngọc,1,22509
2250917,3,Xã Vạn Ninh,1,22509
8011525,3,Xã Đức Lập Thượng,1,80115
1091101,3,Xã Phan Sào Nam,1,10911
8011535,3,Xã Hòa Khánh Đông,1,80115
3031107,3,Xã Quang Huy,1,30311
8011533,3,Xã Hòa Khánh Tây,1,80115
3031109,3,Xã Huy Thượng,1,30311
8090329,3,Xã Lộc Hòa,1,80903
8011531,3,Xã Đức Hòa Thượng,1,80115
2250923,3,Xã Hải Đông,1,22509
3031103,3,Xã Mường Thải,1,30311
1012303,3,Xã Tân Triều,1,10123
2250921,3,Xã Vĩnh Trung,1,22509
8090327,3,Xã Long Phước,1,80903
1012301,3,Thị trấn Văn Điển,1,10123
3031105,3,Xã Mường Cơi,1,30311
8090325,3,Xã Phước Hậu,1,80903
7130217,3,Phường Xuân Hoà,1,71302
1012307,3,Xã Hữu Hoà,1,10123
7131547,3,Xã Phước Thái,1,71315
7130219,3,Phường Phú Bình,1,71302
8090323,3,Xã Tân Hạnh,1,80903
3031101,3,Thị trấn Phù Yên,1,30311
1012305,3,Xã Thanh Liệt,1,10123
8090321,3,Xã An Bình,1,80903
1012309,3,Xã Tam Hiệp,1,10123
2211321,3,Xã An Bá,1,22113
7130211,3,Phường Xuân Trung,1,71302
7131541,3,Xã Suối Trầu,1,71315
7130213,3,Phường Xuân Bình,1,71302
2211325,3,Xã Long Sơn,1,22113
7131543,3,Xã Bàu Cạn,1,71315
7130215,3,Phường Xuân An,1,71302
7131545,3,Xã Tân Hiệp,1,71315
2211323,3,Xã Dương Hưu,1,22113
5110101,3,Xã Vĩnh Hiệp,1,51101
2190739,3,Xã Tân Tiến,1,21907
5110103,3,Phường Phước Tân,1,51101
2211329,3,Xã Thanh Luận,1,22113
2190737,3,Xã Phú Đa,1,21907
2211327,3,Thị Trấn Thanh Sơn,1,22113
5110105,3,Phường Vĩnh Hoà,1,51101
8011539,3,Xã Đức Hòa Đông,1,80115
2190735,3,Xã Vĩnh Thịnh,1,21907
5110107,3,Phường Ngọc Hiệp,1,51101
8011537,3,Xã Hòa Khánh Nam,1,80115
5110109,3,Phường Vạn Thạnh,1,51101
2190733,3,Xã An Tường,1,21907
2190741,3,Xã Vân Xuân,1,21907
3031139,3,Xã Nam Phong,1,30311
1014931,3,Xã Đại Thắng,1,10149
1014933,3,Xã Hồng Thái,1,10149
8090319,3,Xã Hòa Ninh,1,80903
3031135,3,Xá Mường Bang,1,30311
8090317,3,Xã Bình Hòa Phước,1,80903
3031137,3,Xã Tân Phong,1,30311
8090315,3,Xã Đồng Phú,1,80903
3031131,3,Xã Tường Hạ,1,30311
7131537,3,Xã Tam An,1,71315
1014939,3,Xã Nam Triều,1,10149
7130205,3,Xã Bình Lộc,1,71302
8090313,3,Xã Hòa Phú,1,80903
7131539,3,Xã Cẩm Đường,1,71315
3031133,3,Xã Kim Bon,1,30311
7130207,3,Phường Xuân Lập,1,71302
8090311,3,Xã Thạnh Quới,1,80903
7130209,3,Xã Hàng Gòn,1,71302
1014935,3,Xã Hoàng Long,1,10149
1014937,3,Xã Quang Trung,1,10149
2211333,3,Xã Tuấn Đạo,1,22113
7131531,3,Xã Bình An,1,71315
2211331,3,Xã Quế Sơn,1,22113
5010701,3,Phường Hoà Quý,1,50107
7131533,3,Xã Long Đức,1,71315
2211337,3,Xã Giáo Liêm,1,22113
7130201,3,Phường Suối Tre,1,71302
7131535,3,Xã Lộc An,1,71315
2211335,3,Xã Hữu Sản,1,22113
5110111,3,Phường Lộc Thọ,1,51101
7130203,3,Phường Xuân Thanh,1,71302
5110113,3,Phường Vĩnh Nguyên,1,51101
2190749,3,Thị trấn Thổ Tang,1,21907
1091125,3,Xã Tam Đa,1,10911
5110115,3,Xã Vĩnh Ngọc,1,51101
2211339,3,Xã An Lập,1,22113
2190747,3,Xã Đại Đồng,1,21907
1091127,3,Xã Tống Trân,1,10911
2190745,3,Xã Nghĩa Hưng,1,21907
5110117,3,Xã Vĩnh Thái,1,51101
1091121,3,Xã Nhật Quang,1,10911
5110119,3,Phường Vĩnh Hải,1,51101
2190743,3,Xã Kim Xá,1,21907
1091123,3,Xã TiênTiến,1,10911
1014941,3,Xã Tân Dân,1,10149
3031129,3,Xã Tường Phong,1,30311
2190753,3,Xã Tuân Chính,1,21907
1014943,3,Xã Sơn Hà,1,10149
8090309,3,Xã Phú Đức,1,80903
2190751,3,Xã Phú Thịnh,1,21907
8090307,3,Xã Thanh Đức,1,80903
1091117,3,Xã Đoàn Đào,1,10911
2250901,3,Phường Trần Phú,1,22509
3031125,3,Xã Sập Xa,1,30311
8090305,3,Thị trấn Long Hồ,1,80903
1091119,3,Xã Tống Phan,1,10911
3031127,3,Xã Tường Thượng,1,30311
8090303,3,Xã Phú Quới,1,80903
1014949,3,Xã Đại Xuyên,1,10149
3031121,3,Xã Suối Bau,1,30311
7131525,3,Thị trấn Long Thành,1,71315
8090301,3,Xã Long An,1,80903
3031123,3,Xã Mường Do,1,30311
1014945,3,Xã Phúc Tiến,1,10149
1014947,3,Xã Vân Từ,1,10149
4013137,3,Xã Hà Sơn,1,40131
2151111,3,Xã Quang Sơn,1,21511
2211343,3,Xã Bồng Am,1,22113
4013135,3,Xã Hà Lâm,1,40131
2211341,3,Xã An Châu,1,22113
4013133,3,Xã Hà Phong,1,40131
1014909,3,Xã Chuyên Mỹ,1,10149
5110121,3,Phường Vĩnh Phước,1,51101
2211347,3,Xã Phúc Sơn,1,22113
