PR2300010030,01,"Cải tạo, sửa chữa trường mầm non Thanh Đa",0,Trường mầm non Thanh Đa,"[""Ủy ban nhân dân huyện Phúc Thọ""]",11,NC,TVQLDA,Không,Huyện Phúc ThọThành phố Hà Nội,294210000,5230/QĐ-UBND,2022-12-26T23:59:59,Ủy ban nhân dân huyện Phúc Thọ,http://localhost:1234/api/download/file/browser/public?fileId=00b30aef-1815-4be2-a059-1c79a853ff74,"[['PL2300031961', 'Cải tạo, sửa chữa trường mầm non Thanh Đa', 294210000]]"
PR2300010031,01,"Xây dựng nhà hiệu bộ, phòng học chức năng và công trình phụ trợ Trường THCS Trần Phú, huyện Đô Lương","Hiện nay Trường THCS Trần Phú, huyện Đô Lương trường có cơ sở vật chất, lớp học khang trang cơ bản đáp ứng được nhu cầu học tập của các em và giảng dạy cho các giáo viên. Nhưng bên cạnh đó nhà trường đang còn thiếu nhà hiệu bộ, phòng học chức năng, nhà vệ sinh cho giáo viên, khuôn viên sân… Để đáp ứng nhu cầu dạy, học của giáo viên và học sinh con em địa phương và lộ trình Trường chuẩn Quốc gia trong những năm tiếp theo thì việc đầu tư vào xây dựng công trình này là rất cần thiết.",Ủy ban nhân dân xã Quang Sơn,"[""Chủ tịch UBND xã Quang Sơn""]",82,NC,0,Không,,5411631000,202/QĐ-UBND,2023-01-17T23:59:59,UBND huyện Đô Lương,http://localhost:1234/api/download/file/browser/public?fileId=ec0338f6-dbc1-4990-a24f-03cd54032914,"[['PL2300031965', 'Xây dựng nhà hiệu bộ, phòng học chức năng và công trình phụ trợ Trường THCS Trần Phú, huyện Đô Lương', 5411631000]]"
PR2300010023,01,"Nâng cấp, mở rộng đường giao thông, rãnh thoát nước từ đầu tỉnh lộ 522B đi thôn Mỹ Dương xã Hà Giang","Cải tạo nâng cấp mở rộng Nâng cấp, mở rộng đường giao thông, rãnh thoát nước từ đầu Tỉnh lộ 522B đi thôn Mỹ Dương xã Hà Giang với chiều dài tuyến chính L= 950,02m",UBND xã Hà Giang,"[""Chủ tịch UBND xã Hà Giang""]",21,NC,TVQLDA,Không,Huyện Hà TrungTỉnh Thanh Hoá,5337755000,836/QĐ-UBND,2022-12-08T23:59:59,UBND xã Hà Giang,http://localhost:1234/api/download/file/browser/public?fileId=5639500e-0475-4677-a51f-2b151160553d,"[['PL2300031941', 'Nâng cấp, mở rộng đường giao thông, rãnh thoát nước từ đầu tỉnh lộ 522B đi thôn Mỹ Dương xã Hà Giang', 5337755000]]"
PR2200019685,01,Xây dựng Sở chỉ huy và một số hạng mục của Lữ đoàn bộ/Lữ đoàn 77,"Đảm bảo nơi ăn ở,sinh hoạt, công tác huấn luyện sẵn sàng chiến đấu cho cán bộ, chiến sĩ và lưu giữ, trung bày các chiến công lịch sử qua các thời kỳ của Lữ đoàn bộ/Lữ đoàn 77/QK7, góp phần xây dựng doanh trại chính quy, hoàn thành tốt nhiệm vụ được giao",Lữ đoàn phòng không 77,"[""Bộ Quốc phòng""]",21,NB,TTQLDA,Không,Quận Gò VấpTP. Hồ Chí Minh,66800000000,Quyết định số 768/QĐ-BQP,2023-03-03T23:59:59,Bộ Quốc phòng,http://localhost:1234/api/download/file/browser/public?fileId=f125d1c6-bc31-46bc-aeca-dd37a1193066,"[['PL2200032244', 'giai đoạn chuẩn bị đầu tư dự án: Xây dựng Sở chỉ huy và một số hạng mục của Lữ đoàn bộ/Lữ đoàn 77', 66800000000], ['PL2300031966', 'Kế hoạch lựa chọn nhà thầu đợt 2 Dự án Xây dựng Đoàn 77/Quân khu 7', 66800000000]]"
PR2300010027,01,"Mở mới đường nội đồng bản Noong Ma (khu người Mông) xã Tà Hừa - Ta Gia, huyện Than Uyên","Tạo điều kiện thuận lợi cho Nhân dân đi lại chăm sóc và thu hoạch (khoảng 8ha chè và cây lấy gỗ, cây ăn quả); ổn định sản xuất kết nối với vùng chè trên địa bàn và các khu vực lân cận tạo ra sản phẩm nông nghiệp hàng hóa có thương hiệu, nhằm thực hiện mục tiêu giảm giá thành sản phẩm, nâng cao thu nhập cho Nhân dân; góp phần thúc đầy phát triển kinh tế - xã hội",Ban QLDA đầu tư xây dựng huyện Than Uyên tỉnh Lai Châu,"[""Lò Văn Hương""]",11,NC,TTQLDA,Không,Huyện Than UyênTỉnh Lai Châu,1700000000,4364,2022-11-29T23:59:59,UBND huyện Than Uyên,http://localhost:1234/api/download/file/browser/public?fileId=24dcbf15-a419-4204-8667-89e0b6df3004,"[['PL2300031954', 'kế hoạch lựa chọn nhà thầu công trình: Mở mới đường nội đồng bản Noong Ma (khu người Mông) xã Tà Hừa - Ta Gia, huyện Than Uyên', 1700000000], ['PL2300031953', 'Kế hoạch lựa chọn nhà thầu gói thầu tư vấn khảo sát, lập báo cáo KTKT', 1700000000]]"
PR2300010024,01,Xây dựng bờ rào sân vận động xã Thanh Thịnh,0,"UBND xã Thanh Thịnh, huyện Thanh Chương, tỉnh Nghệ An","[""UBND huyện Thanh Chương, tỉnh Nghệ An""]",62,NC,0,Không,Huyện Thanh ChươngTỉnh Nghệ An,1455563000,3721/QĐ-UBND,2022-12-26T23:59:59,"UBND huyện Thanh Chương, tỉnh Nghệ An",http://localhost:1234/api/download/file/browser/public?fileId=8e4bef8a-9daa-45ce-bcfa-91822c1bae70,"[['PL2300031944', 'Xây dựng bờ rào sân vận động xã Thanh Thịnh', 1455563000]]"
PR2300010026,01,"Đường nội đồng các bản xã Thèn Sin (bản Sin Câu; bản Pan Khèo); đường ra khu sản xuất bản Thèn Sin 1, Lở Thàng 1+2, xã Thèn Sin, huyện Tam Đường","Phục vụ nhu cầu đi lại của nhân dân 5 bản bản Sin Câu, bản Pan Khèo, bản Thèn Sin 1, bản Lở Thàng 1+2 xã Thèn Sin. Tạo điều kiện thuận lợi cho nhân dân chăm sóc và vận chuyển hàng hóa, nông sản, giao thương buôn bán giữa các bản, xã lân cận thuận lợi trong cả bốn mùa. Góp phần đảm bảo an toàn cho người và phương tiện lưu thông trên đường an toàn, nâng cao chất lượng cuộc sống của nhân dân",Ban Quản lý dự án huyện Tam Đường tỉnh Lai Châu,"[""UBND huyện Tam Đường""]",31,NC,TTQLDA,Không,Huyện Tam ĐườngTỉnh Lai Châu,8117000000,4070/QĐ-UBND ngày 13/12/2022,2022-12-13T23:59:59,UBND huyện Tam Đường,http://localhost:1234/api/download/file/browser/public?fileId=07ff017a-eac4-4745-96cb-13fc80f12a7e,"[['PL2300031948', 'Kế hoạch lựa chọn nhà thầu', 8117000000]]"
PR2300010025,01,"Xây dựng hạ tầng kỹ thuật và khu dân cư phân khu I, khu đô thị phía Tây, thị trấn Chũ, huyện Lục Ngạn, tỉnh Bắc Giang",0,Ban Quản lý dự án đầu tư xây dựng huyện Lục Ngạn,"[""La Văn Nam""]",31,NB,0,Không,Huyện Lục NgạnTỉnh Bắc Giang,118465441000,6253/QĐ-UBND,2021-12-21T23:59:59,Ủy ban nhân dân huyện Lục Ngạn,http://localhost:1234/api/download/file/browser/public?fileId=cd5c2fe3-5b9a-4562-84f3-61618340a2cc,"[['PL2300031947', 'Xây dựng hạ tầng kỹ thuật và khu dân cư phân khu I, khu đô thị phía Tây, thị trấn Chũ, huyện Lục Ngạn', 118465441000]]"
PR2300010029,01,"Cải tạo, sửa chữa nền đường Nà Lẹng - Quang Pải, xã Hồng Thái, huyện Văn Lãng","Đầu tư xây dựng công trình nhằm phục vụ việc đi lại của người dân và các phương tiện tham gia giao thông được thuận tiện, tạo điều kiện cho việc giao lưu hàng hóa giữa các vùng trong khu vực. Góp phần thúc đẩy phát triển kinh tế xã hội, nâng cao đời sống nhân dân trên địa bàn xã.","Ban quản lý dự án đầu tư xây dựng công trình huyện Văn Lãng, tỉnh Lạng Sơn","[""Chủ tỉnh UBND huyện Văn Lãng""]",21,NC,TTQLDA,Không,Huyện Văn LãngTỉnh Lạng Sơn,2684747000,288/QĐ-UBND,2023-02-20T23:59:59,Ủy ban nhân dân huyện Văn Lãng,http://localhost:1234/api/download/file/browser/public?fileId=67c0c08a-bc0d-4b86-a21f-0bb43594fc2b,"[['PL2300031960', 'Cải tạo, sửa chữa nền đường Nà Lẹng - Quang Pải, xã Hồng Thái, huyện Văn Lãng', 2684747000]]"
PR2300008637,01,Nhà sinh hoạt cộng đồng thôn Đồng Tâm 1,0,ỦY BAN NHÂN DÂN XÃ IA DIN,"[""Nguyễn Công Tư Pháp Thắng""]",1203,NC,TTQLDA,Không,Huyện Đức CơTỉnh Gia Lai,450000000,268,2022-12-17T23:59:59,Ủy ban nhân dân xã ia Din,http://localhost:1234/api/download/file/browser/public?fileId=79caba97-72e4-4107-a471-4499f7e086c2,"[['PL2300026702', 'Nhà sinh hoạt cộng đồng thôn Đồng Tâm 1', 450000000]]"
PR2300010016,01,"Cải tạo tường rào, vỉa hè đường khu vực cổng trụ sở Huyện uỷ - HĐND - UBND huyện và nút giao ĐT.491với ĐH.06","Nhằm giảm thiểu tai nạn giao thông, giúp người tham gia giao thông thuận lợi hơn, đồng bộ cơ sở hạ tầng kỹ thuật và tạo cảnh quan chung cho khu vực, góp phần thức đẩy sự phát triển về kinh tế, văn hoá, xã hội của huyện",Ban Quản lý dự án đầu tư xây dựng huyện Lý Nhân,"[""Chủ tịch UBND huyện Lý Nhân""]",21,NC,BQLDA,Không,Huyện Lý NhânTỉnh Hà Nam,8433833000,1766/QĐ-UBND,2023-03-13T23:59:59,UBND huyện Lý Nhân,http://localhost:1234/api/download/file/browser/public?fileId=25c47290-c6fd-4407-b51c-02638fcbaddc,"[['PL2300031912', 'Cải tạo tường rào, vỉa hè đường khu vực cổng trụ sở Huyện uỷ - HĐND - UBND huyện và nút giao ĐT.491với ĐH.06', 8433833000]]"
PR2300010022,01,"Xây dựng hệ thống đường giao thông các xã Trường Thủy, Thái Thủy và Dương Thủy",0,Ban quản lý dự án đầu tư xây dựng và phát triển quỹ đất huyện Lệ Thủy,"[""Ngô Văn Ninh""]",31,NC,TTQLDA,Không,Huyện Lệ ThuỷTỉnh Quảng Bình,30000000000,3403/QĐ-UBND,2022-12-07T23:59:59,UBND tỉnh Quảng Bình,http://localhost:1234/api/download/file/browser/public?fileId=fa9dccac-048d-4440-9445-99f11b3e075f,"[['PL2300031940', 'Kế hoạch lựa chọn nhà thầu công trình Xây dựng hệ thống đường giao thông các xã Trường Thủy, Thái Thủy và Dương Thủy', 30000000000]]"
