PR2300011715,01,"Bổ sung tuyến điện chiếu sáng từ đường 332 (giáp Công an thị xã) đến khu xóm Lò Vôi , khu Đoàn Xá 2, phường Hồng Phong, thị xã Đông Triều","Để đảm bảo an toàn giao thông vào ban đêm, đồng thời đảm bảo an ninh, mỹ quan, đảm bảo các tiêu chí phát triển đô thị, tiến tới thành lập thành phố Đông Triều trong năm 2023",Ban quản lý dự án đầu tư xây dựng thị xã Đông Triều,"[""Chủ tịch UBND thị xã Đông Triều""]",21,NC,TTQLDA,Không,Thị xã Đông TriềuTỉnh Quảng Ninh,419921000,2003/QĐ-UBND ngày 07/11/2022,2022-11-07T23:59:59,UBND thị xã Đông Triều,http://localhost:1234/api/download/file/browser/public?fileId=7011aa8b-2fbe-4d0f-8981-60e9c67de595,"[['PL2300038461', 'Bổ sung tuyến điện chiếu sáng từ đường 332 (giáp Công an thị xã) đến khu xóm Lò Vôi , khu Đoàn Xá 2, phường Hồng Phong, thị xã Đông Triều', 419921000]]"
PR2300011713,01,Đầu tư hạ tầng khu dân cư đất công ty cao su chư păh bàn giao về địa phương quản lý,0,Ban Quản lý dự án đầu tư xây dựng huyện Ia Grai,"[""Chủ tịch UBND huyện""]",11,NC,BQLDA,Không,Huyện Ia GraiTỉnh Gia Lai,8200000000,833/QĐ-UBND,2022-12-27T23:59:59,Chủ tịch UBND huyện Ia Grai,http://localhost:1234/api/download/file/browser/public?fileId=d4cabb34-885a-4f79-8dd1-4851dd9b5a51,"[['PL2300038462', 'KHLCNT dự án: Đầu tư hạ tầng khu dân cư đất công ty cao su chư păh bàn giao về địa phương quản lý', 8200000000], ['PL2200087484', 'KHLCNT - Giai đoạn lập BCKTKT dự án Đầu tư hạ tầng khu dân cư đất công ty cao su Chư Păh bàn giao về địa phương quản lý', 8200000000]]"
PR2300011714,01,Đầu tư hạ tầng khu dân cư đất ban quản lý rừng phòng hộ ia grai bàn giao về huyện quản lý bàn giao về địa phương quản lý,0,Ban Quản lý dự án đầu tư xây dựng huyện Ia Grai,"[""Chủ tịch UBND huyện""]",11,NC,BQLDA,Không,Huyện Ia GraiTỉnh Gia Lai,4200000000,834/QĐ-UBND,2022-12-27T23:59:59,Chủ tịch UBND huyện Ia Grai,http://localhost:1234/api/download/file/browser/public?fileId=e7635614-2bbd-4055-9cd6-51c52f210799,"[['PL2300038464', 'kế hoạch lựa chọn nhà thầu dự án Đầu tư hạ tầng khu dân cư đất Ban quản lý rừng phòng hộ Ia Grai bàn giao về huyện quản lý', 4200000000], ['PL2200087371', 'KHLCNT - Giai đoạn lập báo cáo KTKT dự án Đầu tư hạ tầng khu dân cư đất Ban quản lý rừng phòng hộ Ia Grai bàn giao về huyện quản lý', 4200000000]]"
PR2300011726,01,"Sửa chữa, nạo vét một số tuyến kênh chính trên địa bàn xã Hữu Hòa, huyện Thanh Trì","Cải tạo, sửa chữa, nạo vét tuyến kênh tưới tiêu kết hợp bị hư hỏng và bồi lắp để đảm bảo yêu cầu cấp nước sản xuất cho khu vực, từ đó thúc đẩy sản xuất phát triển kinh tế, giảm thiểu ô nhiễm môi trường nâng cao chất lượng sống của người dân trong khu vực, tiêu úng cho khoảng 600ha diện tích sản xuất và dân sinh của xã Hữu Hòa",Ủy ban nhân dân xã Hữu Hòa,"[""Ủy ban nhân dân huyện Thanh Trì""]",21,NC,TVQLDA,Không,Huyện Thanh TrìThành phố Hà Nội,4767000000,số 4631/QĐ-UBND,2022-09-19T23:59:59,Ủy ban nhân dân huyện Thanh Trì,http://localhost:1234/api/download/file/browser/public?fileId=25a69663-22af-4b74-9db1-51c6f30cd4fc,"[['PL2300038516', 'Sửa chữa, nạo vét một số tuyến kênh chính trên địa bàn xã Hữu Hòa, huyện Thanh Trì', 4767000000]]"
PR2300011723,01,"Sửa chữa các hạng mục phụ trợ trường mầm non Nam Sơn ( khu A), thành phố Tam Điệp","Đảm bảo cơ sở vật chất, đáp ứng nhu cầu học tập và giảng dạy của Trường mầm non Nam Sơn",UBND PHƯỜNG NAM SƠN,"[""Tôn·""]",603,NC,TVQLDA,Không,Thành phố Tam ĐiệpTỉnh Ninh Bình,880779000,39/QĐ-UBND,2023-03-16T23:59:59,UBND phường Nam Sơn,http://localhost:1234/api/download/file/browser/public?fileId=9ae6ae96-254a-4269-84d4-a0a6cc8850bb,"[['PL2300038486', 'kế hoạch lựa chọn nhà thầu công trình Sửa chữa các hạng mục phụ trợ trường mầm non Nam Sơn ( khu A), thành phố Tam Điệp', 880779000]]"
PR2300011722,01,"Đại tu lưới điện hạ thế sau các TBA Thanh Liệt 3, Cầu Bươu 1, Bơm Thanh Liệt, Cầu Bươu 6, Bơm Cầu Bươu, Cầu Bươu 35, Huỳnh Cung 5, Tựu Liệt 2, Thanh Liệt 7, Thanh Liệt 1, Thanh Liệt 6",0,CÔNG TY ĐIỆN LỰC THANH TRÌ,"[""Ông Nguyễn Văn Khanh""]",122,NC,TTQLDA,Không,Huyện Thanh TrìThành phố Hà Nội,2587230659,336/QĐ-PCTHANHTRI,2023-02-20T23:59:59,Công ty Điện lực Thanh Trì,http://localhost:1234/api/download/file/browser/public?fileId=374e2484-8840-41ee-9209-b8a91fac88e5,"[['PL2300038483', 'Kế hoạch lựa chọn nhà thầu Công trình: Đại tu lưới điện hạ thế sau các TBA Thanh Liệt 3, Cầu Bươu 1, Bơm Thanh Liệt, Cầu Bươu 6, Bơm Cầu Bươu, Cầu Bươu 35, Huỳnh Cung 5, Tựu Liệt 2, Thanh Liệt 7, Thanh Liệt 1, Thanh Liệt 6', 2587230659]]"
PR2300011716,01,"Bổ sung tuyến điện chiếu sáng từ Điểm trường mầm non thôn An Biên, xã Thủy An, thị xã Đông Triều đến ngã tư đường rẽ đi xã Bạch Đằng, thị xã Kinh Môn","Để đảm bảo an toàn giao thông vào ban đêm, đồng thời đảm bảo an ninh, mỹ quan, đảm bảo các tiêu chí phát triển đô thị, tiến tới thành lập thành phố Đông Triều trong năm 2023",Ban quản lý dự án đầu tư xây dựng thị xã Đông Triều,"[""Chủ tịch UBND thị xã Đông Triều""]",21,NC,TTQLDA,Không,Thị xã Đông TriềuTỉnh Quảng Ninh,829347000,2004/QĐ-UBND ngày 07/11/2022,2022-11-07T23:59:59,UBND thị xã Đông Triều,http://localhost:1234/api/download/file/browser/public?fileId=13121da3-58bc-4f8c-82aa-af5434d9af74,"[['PL2300038463', 'Bổ sung tuyến điện chiếu sáng từ Điểm trường mầm non thôn An Biên, xã Thủy An, thị xã Đông Triều đến ngã tư đường rẽ đi xã Bạch Đằng, thị xã Kinh Môn', 829347000]]"
PR2300011709,01,"Nâng cấp đường điện trung thế tổ 5,6 ấp Bàu Cối, xã Xuân Bắc từ 01 pha lên 03 pha",0,"Phòng Kinh tế và Hạ tầng huyện Xuân Lộc, tỉnh Đồng Nai","[""Phòng Kinh tế và Hạ tầng huyện Xuân Lộc, tỉnh Đồng Nai""]",31,NC,TVQLDA,Không,Huyện Xuân LộcTỉnh Đồng Nai,1405651389,3523/QĐ-UBND,2022-08-18T23:59:59,UBND huyện Xuân Lộc,http://localhost:1234/api/download/file/browser/public?fileId=8dfbc213-6c3f-40de-bd36-ffe964a45404,"[['PL2300038449', 'Nâng cấp đường điện trung thế tổ 5,6 ấp Bàu Cối, xã Xuân Bắc từ 01 pha lên 03 pha', 1405651389]]"
PR2300011711,01,"Hạ tầng chia lô đất ở dân cư tại vùng Tù Hoá, xã Xuân Lâm, huyện Nam Đàn, tỉnh Nghệ An","Phục vụ sinh hoạt của nhân dân tại khu đất đấu giá đất ở dân cư tại xã Xuân Lâm, huyện Nam Đàn",Ủy ban nhân dân xã Xuân Lâm,"[""Nguyễn Hồ Thế""]",82,NC,TVQLDA,Không,Huyện Nam ĐànTỉnh Nghệ An,12127099000,3470/QĐ-UBND,2022-08-16T23:59:59,UBND huyện Nam Đàn,http://localhost:1234/api/download/file/browser/public?fileId=891c48bc-5e72-440c-afb6-01f0ea693a5e,"[['PL2300038453', 'Hạ tầng chia lô đất ở dân cư tại vùng Tù Hoá, xã Xuân Lâm, huyện Nam Đàn, tỉnh Nghệ An', 12127099000]]"
PR2300011717,01,"Nâng cấp, mở rộng mạng truy nhập quang tại địa bàn huyện Thường Xuân thuộc Trung tâm viễn thông Thọ Xuân-Thường Xuân năm 2023","Bổ sung, nâng cấp mở rộng mạng truy nhập quang tại các trạm viễn thông, các thôn bản hiện chưa có mạng truy nhập quang của VNPT Thanh Hóa trên địa bàn huyện huyện Thường Xuân thuộc Trung tâm viễn thông Thọ Xuân-Thường Xuân, đảm bảo năng lực mạng truy nhập quang đáp ứng nhu cầu phát triển thuê bao băng rộng cố định, nâng cao sức cạnh tranh của doanh nghiệp, gia tăng thị phần và doanh thu dịch vụ trên nền mạng cáp quang, hoàn thành mục tiêu SXKD năm 2023 và các năm tiếp theo",Viễn thông Thanh Hóa,"[""Lê Minh Ánh""]",1603,NC,TTQLDA,Không,Huyện Thường XuânTỉnh Thanh Hoá,2363812184,608/QĐ-VNPT-THA-KTĐT,2023-03-18T23:59:59,Viễn thông Thanh Hóa,http://localhost:1234/api/download/file/browser/public?fileId=1ef8d4a6-4e5e-4a51-ad96-2530a7d43e1a,[]
PR2300011718,01,"Bổ sung tuyến điện chiếu sáng từ cổng làng thôn Nghĩa Hưng, xã An Sinh đến ngã ba thôn Tây Sơn, xã Bình Khê, thị xã Đông Triều","Để đảm bảo an toàn giao thông vào ban đêm, đồng thời đảm bảo an ninh, mỹ quan, đảm bảo các tiêu chí phát triển đô thị, tiến tới thành lập thành phố Đông Triều trong năm 2023",Ban quản lý dự án đầu tư xây dựng thị xã Đông Triều,"[""Chủ tịch UBND thị xã Đông Triều""]",21,NC,TTQLDA,Không,Thị xã Đông TriềuTỉnh Quảng Ninh,1070910000,2008/QĐ-UBND ngày 07/11/2022,2022-11-07T23:59:59,UBND thị xã Đông Triều,http://localhost:1234/api/download/file/browser/public?fileId=efd15ae8-8862-48cc-9707-c281594fad4b,"[['PL2300038465', 'Bổ sung tuyến điện chiếu sáng từ cổng làng thôn Nghĩa Hưng, xã An Sinh đến ngã ba thôn Tây Sơn, xã Bình Khê, thị xã Đông Triều', 1070910000]]"
PR2300011712,01,Làm đường giao thông từ đường QL1A vào nghĩa trang liệt sỹ thị trấn Vôi,0,Ủy ban nhân dân thị trấn Vôi,"[""Chủ tịch UBND thị trấn Vôi""]",21,NC,0,Không,Huyện Lạng GiangTỉnh Bắc Giang,4892481000,Số 25/QĐ-UBND ngày 14/03/2023,2023-03-14T23:59:59,UBND thị trấn Vôi,http://localhost:1234/api/download/file/browser/public?fileId=885d614e-8a82-4cb7-b5e4-7ac900cca0ed,"[['PL2300038452', 'Kế hoạch lựa chọn nhà thầu dự án: Làm đường giao thông từ đường QL1A vào nghĩa trang liệt sỹ thị trấn Vôi', 4892481000]]"
PR2300011703,01,Đường liên xã An Sinh; Hạng mục: Thảm asphalt từ cổng nhà ông Hiền đến hết hộ ông Thọ xóm Đồi Mít,"Để đảm bảo nhu cầu đi lại của nhân dân trong vùng, nâng cao hạ tầng giao thông khu vực, đồng bộ với các tuyến đường đấu nối",Ban quản lý dự án đầu tư xây dựng thị xã Đông Triều,"[""Chủ tịch UBND thị xã Đông Triều""]",21,NC,TTQLDA,Không,Thị xã Đông TriềuTỉnh Quảng Ninh,2998833000,1615/QĐ-UBND,2022-09-20T23:59:59,UBND thị xã Đông Triều,http://localhost:1234/api/download/file/browser/public?fileId=74bd3366-b023-41e6-b297-6b8e498f23d4,"[['PL2300038425', 'Đường liên xã An Sinh; Hạng mục: Thảm asphalt từ cổng nhà ông Hiền đến hết hộ ông Thọ xóm Đồi Mít', 2998833000]]"
PR2300011721,01,Tuyến Đằng Cái đi Cửa Chùa xã Vạn Kim,0,Ủy ban nhân dân xã Vạn Kim,"[""Chủ tịch UBND huyện Mỹ Đức""]",31,NC,0,Không,Huyện Mỹ ĐứcThành phố Hà Nội,10923768000,365/QĐ-UBND,2023-03-14T23:59:59,Ủy ban nhân dân huyện Mỹ Đức,http://localhost:1234/api/download/file/browser/public?fileId=8a2e94fd-b719-4f5b-b045-8884eb743ac7,"[['PL2300038471', 'Kinh phí chuẩn bị đầu tư và kế hoạch lựa chọn nhà thầu giai đoạn chuẩn bị đầu tư công trình:Tuyến Đằng Cái đi Cửa Chùa xã Vạn Kim', 10923768000]]"
PR2300011697,01,"Đường từ thôn H’júh đi thôn Atu1 về thôn Cha’nốc, xã Ch’ơm, huyện Tây Giang (Giai đoạn 2)","Giải quyết vấn đề đi lại sản xuất của nhân nhân, từng bước hoàn thiện mạng lưới kết cấu hạ tầng giao thông. Góp phần phát triển kinh tế -xã hội, đảm bảo quốc phòng-an ninh biên giới, phù hợp với tiêu chí xây dựng nông thôn mới.",Phòng Kinh tế và Hạ tầng huyện Tây Giang,"[""Tăng Ngọc Duẩn""]",21,NC,TTQLDA,Không,Huyện Tây GiangTỉnh Quảng Nam,16882114000,263/QĐ-UBND,2023-03-20T23:59:59,"Ủy ban nhân dân huyện Tây Giang, tỉnh Quảng Nam",http://localhost:1234/api/download/file/browser/public?fileId=0f15e173-45ee-4de9-bc96-ed1b4c32062b,"[['PL2300038385', 'Đường từ thôn H’júh đi thôn Atu1 về thôn Cha’nốc, xã Ch’ơm, huyện Tây Giang (Giai đoạn 2);Hạng mục: Nền –mặt đường và các công trình trên tuyến; Lý trình: Km5+500-Km9+486,68.', 16882114000]]"
PR2300011720,01,"Bổ sung tuyến điện chiếu sáng từ Cổng làng đến nhà văn hóa thôn Phúc Thị, xã Việt Dân, thị xã Đông Triều","Để đảm bảo an toàn giao thông vào ban đêm, đồng thời đảm bảo an ninh, mỹ quan, đảm bảo các tiêu chí phát triển đô thị, tiến tới thành lập thành phố Đông Triều trong năm 2023",Ban quản lý dự án đầu tư xây dựng thị xã Đông Triều,"[""Chủ tịch UBND thị xã Đông Triều""]",21,NC,TTQLDA,Không,Thị xã Đông TriềuTỉnh Quảng Ninh,953263000,2009/QĐ-UBND ngày 07/11/2022,2022-11-07T23:59:59,UBND thị xã Đông Triều,http://localhost:1234/api/download/file/browser/public?fileId=db5f30dc-8a65-4605-804f-e1476f3ad034,"[['PL2300038469', 'Bổ sung tuyến điện chiếu sáng từ Cổng làng đến nhà văn hóa thôn Phúc Thị, xã Việt Dân, thị xã Đông Triều', 953263000]]"
PR2300011707,01,"Sửa chữa hư hỏng mặt đường, hệ thống thoát nước và an toàn giao thông các đoạn Km76+700-Km82+500, Km83+400-Km84+400, Km84+800-Km88, Km90-Km91+100, Quốc lộ N2, tỉnh Long An",Đảm bảo an toàn giao thông,KHU QUẢN LÝ ĐƯỜNG BỘ IV,"[""Cục trưởng cục đường bộ Việt Nam""]",21,NC,TVQLDA,Không,Tỉnh Long An,45521396000,426/QĐ-KQLĐBIV,2023-03-15T23:59:59,Khu Quản lý Đường bộ IV,http://localhost:1234/api/download/file/browser/public?fileId=ebee3946-2e15-42a3-8d00-ddc05fcf088e,"[['PL2300038439', 'Sửa chữa hư hỏng mặt đường, hệ thống thoát nước và an toàn giao thông các đoạn Km76+700-Km82+500, Km83+400-Km84+400, Km84+800-Km88, Km90-Km91+100, Quốc lộ N2, tỉnh Long An', 45521396000]]"
PR2300011710,01,"Đường lưỡng dụng kết nối phía Đông - Tây đảo Cô Tô lớn, đoạn Nam Đồng - Nam Hà",0,Ban Quản lý dự án đầu tư xây dựng huyện Cô Tô,"[""Uỷ ban nhân dân huyện Cô Tô""]",21,NB,TTQLDA,Không,Huyện Cô TôTỉnh Quảng Ninh,104000000000,1715/QĐ-UBND,2022-12-31T23:59:59,Uỷ ban nhân dân huyện Cô Tô,http://localhost:1234/api/download/file/browser/public?fileId=5ae7d317-7363-40c3-bd17-13f408406d63,"[['PL2300038454', 'Kế hoạch lựa chọn nhà thầu dự án Đường lưỡng dụng kết nối phía Đông - Tây đảo Cô Tô lớn, đoạn Nam Đồng - Nam Hà', 104000000000]]"
PR2300011708,01,"Cải tạo nhà làm việc, nhà một cửa, hạ tầng kỹ thuật UBND xã Hải Bối",0,Ủy ban nhân dân xã Hải Bối,"[""Ủy ban nhân dân xã Hải Bối""]",31,NC,TVQLDA,Không,Huyện Đông AnhThành phố Hà Nội,13928885000,Số 582/QĐ-UBND,2023-03-02T23:59:59,UBND huyện Đông Anh,http://localhost:1234/api/download/file/browser/public?fileId=0c7e1c25-2a09-4281-a941-55c3435936a0,"[['PL2300038446', 'KHLCNT dự án:Cải tạo nhà làm việc, nhà một cửa, hạ tầng kỹ thuật UBND xã Hải Bối', 13928885000]]"
PR2300011705,01,"Bổ sung tuyến điện chiếu sáng, di chuyển điện hạ thế đoạn từ Quốc lộ 18 đến Tiểu đoàn Tên lửa 81, thôn Tân Yên (đoạn từ Quốc lộ 18 đến khu dân cư thôn Thượng Thông, xã Hồng Thái Đông, thị xã Đông Triều)","Để đảm bảo an toàn giao thông vào ban đêm, đồng thời đảm bảo an ninh, mỹ quan, đảm bảo các tiêu chí phát triển đô thị, tiến tới thành lập thành phố Đông Triều trong năm 2023",Ban quản lý dự án đầu tư xây dựng thị xã Đông Triều,"[""Chủ tịch UBND thị xã Đông Triều""]",21,NC,TTQLDA,Không,Thị xã Đông TriềuTỉnh Quảng Ninh,943165000,2001/QĐ-UBND ngày 07/11/2022,2022-11-07T23:59:59,UBND thị xã Đông Triều,http://localhost:1234/api/download/file/browser/public?fileId=3a5d414e-78af-425b-a483-e5bb7aa4ffc3,"[['PL2300038430', 'Bổ sung tuyến điện chiếu sáng, di chuyển điện hạ thế đoạn từ Quốc lộ 18 đến Tiểu đoàn Tên lửa 81, thôn Tân Yên (đoạn từ Quốc lộ 18 đến khu dân cư thôn Thượng Thông, xã Hồng Thái Đông, thị xã Đông Triều)', 943165000]]"
